doc_id,url,terms
5a0b3ff3cf58f18684253b9f,Cuatro Vientos_ A Reconsideration of Seven Prehistoric Sites in t.pdf,"{Agate,Feldspar,Gypsum,Ice,Iron,Lead,Quartz,Mica,""Phase A"",Charcoal,gravel,sand,silt,shale,sandstone,carbonate,limestone,gypsum,coal,peat,lignite,chert,granite,volcanic,ash,quartzite,clay,igneous,sedimentary,loess,alluvium,soil,drift}"
5a0b40e4cf58f18684253bf5,Data Recovery and Analysis at the Texas State University Ticket K.pdf,"{Gold,Hydroxylapatite,Ice,Lead,Nickel,Turquoise,""Phase A"",Apatite,Charcoal,gravel,sand,silt,mud,shale,carbonate,limestone,chert,glass,clay,sedimentary,alluvium,soil,obsidian}"
5a0b40dfcf58f18684253bf3,Data Recovery at 41MI96.pdf,"{Agate,Calcite,Dolomite,Graphite,Ice,Iron,Lead,Nickel,Quartz,Silicon,Steatite,Manganese,Helium,Carbonyl,""Phase A"",Charcoal,Magnesium,gravel,sand,silt,mud,shale,siltstone,sandstone,conglomerate,carbonate,marl,limestone,dolomite,tar,chert,granite,volcanic,rhyolite,basalt,glass,ash,metamorphic,gneiss,migmatite,schist,quartzite,greenstone,marble,clay,igneous,till,sedimentary,flint,novaculite,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b416ecf58f18684253c1e,Data Recovery Excavations at 41BX1412 A Multicomponent Site in Mc.pdf,"{Diamond,Iron,Lead,Maghemite,Nickel,""Phase A"",Charcoal,sand,silt,mud,sandstone,carbonate,limestone,chert,glass,ash,clay,alluvium,soil}"
5a0b3feecf58f18684253b9e,Data Recovery Excavations at 41PR44 Fort Wolters Parker County.pdf,"{Diamond,Hematite,Iron,Maghemite,Nickel,""Phase A"",Charcoal,gravel,sand,silt,claystone,mudstone,shale,sandstone,conglomerate,carbonate,limestone,chert,ash,quartzite,clay,igneous,sedimentary,alluvium,colluvium,soil,paleosol}"
5a0b4008cf58f18684253bab,Data Recovery Excavations at the J. B. White Site (41MM341) Mila.pdf,"{Diamond,Dolomite,Hematite,Ice,Iron,Lead,Limonite,Quartz,Silver,""Phase A"",Travertine,Charcoal,gravel,sand,silt,mud,mudstone,shale,sandstone,conglomerate,carbonate,marl,limestone,dolomite,coal,peat,lignite,chert,glass,ash,quartzite,chalk,clay,sedimentary,flint,oolite,novaculite,travertine,alluvium,soil,paleosol,drift}"
5a0b406ccf58f18684253bcd,Data Recovery Investigations_ Murvaul Creek Site (41PN175) Panol.pdf,"{Agate,Antimony,Arsenic,Biotite,Cadmium,Calcite,Chromium,Copper,Dolomite,Feldspar,Goethite,Graphite,Hematite,Iron,Lead,Magnetite,Nickel,Plagioclase,Quartz,Rutile,Silicon,Silver,Sulphur,Turquoise,Zinc,Zircon,Smectite,Tantalum,Titanium,""K Feldspar"",Manganese,Carbonyl,""Phase A"",Apatite,Cobalt,Charcoal,Phosphorus,Ytterbium,Bronze,Vanadium,Magnesium,Cerium,gravel,sand,silt,mud,shale,siltstone,sandstone,carbonate,limestone,dolomite,coal,peat,lignite,chert,ironstone,basalt,glass,ash,quartzite,clay,sedimentary,grit,flint,novaculite,alluvium,colluvium,regolith,soil,paleosol,obsidian}"
5a0b3ff6cf58f18684253ba1,Early Human Occupations in South Central and Southwestern Texas_.pdf,"{Lead,""Phase A"",Charcoal,gravel,conglomerate,carbonate,limestone,chert,ash,clay,flint,soil}"
5a0b4055cf58f18684253bc4,Eligibility Assessment of the Slippery Slope Site (41MS69) in TxD.pdf,"{Agate,Antimony,Arsenic,Calcite,Chromium,Dolomite,Graphite,Opal-AN,Ice,Iron,Lead,Mercury,Nickel,Opal,Quartz,Silicon,Sulphur,Turquoise,Zinc,Tantalum,Titanium,Manganese,Carbonyl,""Phase A"",Apatite,Cobalt,Charcoal,Ytterbium,Vanadium,Magnesium,Cerium,gravel,sand,silt,mud,sandstone,conglomerate,carbonate,marl,limestone,dolomite,coal,tar,chert,granite,volcanic,basalt,glass,ash,metamorphic,migmatite,schist,quartzite,marble,chalk,clay,igneous,till,sedimentary,loess,flint,novaculite,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b407acf58f18684253bd5,Eligibility Testing at 41BU75 Burleson County Texas.pdf,"{Diamond,Cobalt,Charcoal,gravel,sand,siltstone,sandstone,carbonate,limestone,lignite,chert,glass,quartzite,clay,alluvium,colluvium,soil,paleosol}"
5a0b4077cf58f18684253bd2,Eligibility Testing at Three Prehistoric Sites at Lynch Creek La.pdf,"{Agate,Calcite,Diamond,Dolomite,Graphite,Opal-AN,Ice,Iron,Lead,Lime,Nickel,Opal,Quartz,Silicon,Steatite,Tin,Zinc,Smectite,Manganese,""Phase A"",Charcoal,Magnesium,gravel,sand,silt,mud,mudstone,shale,siltstone,sandstone,conglomerate,carbonate,limestone,dolomite,coal,chert,granite,volcanic,rhyolite,basalt,glass,ash,metamorphic,gneiss,migmatite,slate,schist,quartzite,greenstone,marble,clay,igneous,till,sedimentary,flint,novaculite,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b40cecf58f18684253bed,Evaluation of Archaeological Material from the Little Church of L.pdf,"{""Phase A"",limestone,chert,clay,soil}"
5a0b404fcf58f18684253bc2,Excavations at the Bluff Creek Sites_ 41MK10 and 41MK27 McColloc.pdf,"{Agate,Albite,Amalgam,Biotite,Diamond,Graphite,Hornblende,Opal-AN,Ice,Iron,Lead,Lime,Magnetite,Mercury,Microcline,Muscovite,Nickel,Oligoclase,Opal,Quartz,Tin,Tourmaline,Zinc,Zircon,Mica,""Phase A"",Apatite,Charcoal,gravel,sand,silt,siltstone,sandstone,carbonate,marl,limestone,peat,chert,granite,glass,ash,metamorphic,gneiss,schist,quartzite,argillite,clay,igneous,till,sedimentary,flint,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b4070cf58f18684253bd0,Final Report of Test Excavations at Site 41PC476 Along S.H. 349 i.pdf,"{Lead,""Phase A"",Charcoal,gravel,sand,silt,sandstone,carbonate,limestone,chert,glass,slate,colluvium,soil}"
5a0b40e2cf58f18684253bf4,Fire-cracked Rock Use and Reuse in the Hueco Bolson Fort Bliss.pdf,"{Dolomite,Iron,Lime,Quartz,Turquoise,""Phase A"",Charcoal,gravel,sand,sandstone,carbonate,limestone,dolomite,coal,chert,granite,gabbro,rhyolite,basalt,ash,quartzite,clay,soil,obsidian}"
5a0b416bcf58f18684253c1b,Historical and Archival Documentation for Pioneer Park Bexar Cou.pdf,{silt}
5a0b4128cf58f18684253c0c,Long View (41RB112)_ Data Recovery of Two Plains Village Period C.pdf,"{Agate,Antimony,Arsenic,Biotite,Calcite,Chromium,Copper,Diamond,Dolomite,Feldspar,Gold,Gypsum,Halite,Hematite,Hornblende,Opal-AN,Ice,Iron,Lead,Microcline,Muscovite,Nickel,Opal,Orthoclase,Plagioclase,Pyrite,Quartz,Sanidine,Sapphire,Silicon,Steatite,Topaz,Turquoise,Zinc,Mica,Tantalum,Titanium,Niobium,Pyroxene,Chlorite,Manganese,""Phase A"",Travertine,Cobalt,Charcoal,Phosphorus,Ytterbium,Vanadium,Magnesium,Cerium,gravel,sand,silt,mud,shale,sandstone,conglomerate,carbonate,limestone,dolomite,evaporite,halite,gypsum,coal,chert,granite,granodiorite,syenite,tonalite,volcanic,rhyolite,trachyte,dacite,andesite,basalt,latite,glass,ash,tuff,metamorphic,gneiss,migmatite,schist,quartzite,greenstone,marble,clay,diabase,igneous,till,sedimentary,grit,flint,novaculite,travertine,scoria,alluvium,soil,paleosol,obsidian,drift}"
5a0b4048cf58f18684253bc1,National Register Eligibility Testing of 41MM340 and 41MM341 alo.pdf,"{Ice,Iron,Lead,""Phase A"",Travertine,Charcoal,gravel,sand,silt,mud,mudstone,shale,sandstone,carbonate,limestone,lignite,chert,glass,quartzite,clay,sedimentary,flint,travertine,alluvium,soil,paleosol}"
5a0b4009cf58f18684253bac,National Register Evaluation of Eight Sites at Camp Swift Army Na.pdf,"{Feldspar,Lead,Nickel,Quartz,Manganese,""Phase A"",Charcoal,gravel,sand,silt,mud,mudstone,sandstone,carbonate,limestone,lignite,chert,ironstone,glass,quartzite,clay,sedimentary,flint,alluvium,colluvium,soil,paleosol,drift}"
5a0b406fcf58f18684253bcf,National Register of Historic Places Eligibility Testing of 41BX1.pdf,"{""Phase A"",gravel,sand,silt,carbonate,limestone,tar,chert,glass,chalk,clay,soil}"
5a0b40c5cf58f18684253be8,National Register of Historic Places Eligibility Testing of Site.pdf,"{Hematite,Ice,Quartz,""Phase A"",Charcoal,gravel,sand,sandstone,limestone,peat,lignite,chert,glass,ash,metamorphic,quartzite,clay,sedimentary,alluvium,soil,paleosol}"
5a0b411ecf58f18684253c09,National Register of Historic Places (NRHP) Eligibility Testing o.pdf,"{Lead,Nickel,""Phase A"",Charcoal,gravel,sand,limestone,peat,chert,glass,clay,soil}"
5a0b3ff6cf58f18684253ba2,National Register Testing at 41HM46 Hamilton County Texas_ CR 2.pdf,"{""Phase A"",Charcoal,gravel,sand,carbonate,limestone,chert,ash,clay,alluvium,soil,paleosol,obsidian}"
5a0b4114cf58f18684253c06,National Register Testing at 41LT307 on CR 153 at the Navasota R.pdf,"{Diamond,Tin,""Phase A"",Charcoal,gravel,sand,silt,mudstone,marl,limestone,chert,quartzite,chalk,clay,alluvium,soil}"
5a0b407bcf58f18684253bd6,National Register Testing at 41SV153 Somervell County Texas-2.pdf,"{Diamond,""Phase A"",Charcoal,gravel,carbonate,limestone,coal,chert,clay,alluvium,colluvium,soil,paleosol}"
5a0b416dcf58f18684253c1d,National Register Testing at 41SV153 Somervell County Texas.pdf,"{Diamond,""Phase A"",Charcoal,gravel,carbonate,limestone,coal,chert,clay,alluvium,colluvium,soil,paleosol}"
5a0b40d2cf58f18684253bee,Phase II Archaeological Investigations at Lackland Air Force Base-2.pdf,"{Agate,Diamond,Opal-AN,Ice,Iron,Lead,Lime,Montmorillonite,Nickel,Opal,""Phase A"",Apatite,Charcoal,gravel,sand,silt,shale,carbonate,marl,limestone,lignite,chert,ironstone,glass,ash,quartzite,chalk,clay,till,sedimentary,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b4172cf58f18684253c1f,Phase II Archaeological Investigations at Lackland Air Force Base.pdf,"{Agate,Diamond,Opal-AN,Ice,Iron,Lead,Lime,Montmorillonite,Nickel,Opal,""Phase A"",Apatite,Charcoal,gravel,sand,silt,shale,carbonate,marl,limestone,lignite,chert,ironstone,glass,ash,quartzite,chalk,clay,till,sedimentary,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b40b2cf58f18684253be2,Prehistoric Life along the Banks of Spring Lake_ Results and Anal.pdf,"{Amethyst,Arsenic,Augite,Biotite,Calcite,Chromium,Copper,Diamond,Feldspar,Gold,Hematite,Hornblende,Opal-AN,Ice,Iron,Lead,Lime,Microcline,Muscovite,Nickel,Opal,Plagioclase,Quartz,Selenium,Silver,Tin,Zinc,Mica,Garnet,Manganese,""Phase A"",Cobalt,Charcoal,gravel,sand,silt,sandstone,conglomerate,carbonate,limestone,coal,chert,ironstone,glass,quartzite,marble,clay,sedimentary,flint,regolith,soil,mafic}"
5a0b40a3cf58f18684253be0,Prehistoric Life Labor and Residence in Southeast Central Texas.pdf,"{Copper,Gold,Ice,Lead,Nickel,""Phase A"",gravel,sand,silt,sandstone,carbonate,limestone,chert,glass,quartzite,clay,sedimentary,micrite,flint,soil}"
5a0b40efcf58f18684253bfb,Research Design and Data Recovery Plan Archaeological Site 41WM13-2.pdf,"{Copper,Lime,Quartz,""Phase A"",Charcoal,gravel,silt,sandstone,conglomerate,carbonate,limestone,chert,quartzite,clay,novaculite,alluvium,soil,paleosol,obsidian}"
5a0b4078cf58f18684253bd4,Research Design and Data Recovery Plan Archaeological Site 41WM13.pdf,"{Copper,Lime,Quartz,""Phase A"",Charcoal,gravel,silt,sandstone,conglomerate,carbonate,limestone,chert,quartzite,clay,novaculite,alluvium,soil,paleosol,obsidian}"
5a0b3ff7cf58f18684253ba3,Results of Archaeological Monitoring of the Spring Lake Section 2.pdf,"{Copper,Ice,Iron,Lead,Nickel,Silver,""Phase A"",Charcoal,gravel,sand,silt,carbonate,chert,glass,slate,clay,soil}"
5a0b40f2cf58f18684253bff,Results of Archaeological Survey and Limited Archival Research of.pdf,"{Copper,Hematite,Iron,Lead,Quartz,""Phase A"",gravel,sand,limestone,coal,lignite,glass,marble,clay,soil}"
5a0b3fe2cf58f18684253b99,Results of Archeological Significance Testing at 41TV410 and 41TV.pdf,"{Aragonite,Calcite,Cristobalite,Diamond,Dolomite,Ferrihydrite,Gypsum,Opal-AN,Iron,Lead,Lime,Nickel,Opal,Quartz,Silicon,Tridymite,Zinc,Manganese,""Phase A"",Apatite,Charcoal,Magnesium,gravel,sand,silt,mud,sandstone,conglomerate,breccia,carbonate,marl,limestone,dolomite,gypsum,coal,chert,volcanic,basalt,glass,ash,quartzite,chalk,clay,sedimentary,loess,flint,alluvium,colluvium,soil,paleosol,drift}"
5a0b3fbccf58f18684253b93,Results of Cultural Resources Survey for the Spring Lake Section.pdf,"{Gold,Ice,Lead,Nickel,Quartz,""Phase A"",Charcoal,gravel,sand,silt,sandstone,carbonate,limestone,chert,glass,quartzite,marble,clay,flint,soil}"
5a0b3fe5cf58f18684253b9b,Results of Significance Testing at 41DW269 Dewitt County Texas.pdf,"{Calcite,Iron,Quartz,Silver,""Phase A"",Charcoal,gravel,sand,silt,mud,sandstone,carbonate,limestone,chert,ash,quartzite,clay,sedimentary,micrite,alluvium,soil}"
5a0b3ffccf58f18684253ba8,Results of Testing and Research Design for Mitigation of Site 41M.pdf,"{Dolomite,Ice,""Phase A"",Charcoal,gravel,claystone,siltstone,sandstone,conglomerate,limestone,dolomite,chert,granite,marble,clay,flint,soil}"
5a0b403fcf58f18684253bbc,Root-Be-Gone (41YN452)_ Data Recovery of Late Archaic Components.pdf,"{Aragonite,Calcite,Copper,Diamond,Dolomite,Opal-AN,Ice,Iron,Lead,Magnetite,Nickel,Opal,Quartz,Silicon,Silver,""Phase A"",Charcoal,Phosphorus,Phase-X,Bronze,Magnesium,gravel,sand,silt,mud,mudstone,shale,sandstone,conglomerate,carbonate,limestone,dolomite,coal,peat,tar,chert,volcanic,basalt,glass,ash,metamorphic,quartzite,chalk,clay,sedimentary,loess,flint,scoria,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b412ccf58f18684253c0e,Royal Coachman (41CM111) An Early Middle Archaic Site along Cordo.pdf,"{Alum,Amalgam,Gypsum,Opal-AN,Ice,Iron,Lead,Maghemite,Nickel,Opal,Quartz,Tin,""Phase A"",Charcoal,gravel,sand,silt,sandstone,carbonate,limestone,gypsum,peat,tar,chert,granite,volcanic,glass,ash,clay,arenite,alluvium,colluvium,soil,paleosol,""quartz arenite""}"
5a0b4016cf58f18684253bb0,Significance Testing at Preshistoric Archeological Site 41RK195.pdf,"{Hematite,Iron,Muscovite,Quartz,Charcoal,gravel,sand,silt,claystone,siltstone,sandstone,limestone,lignite,chert,ironstone,ash,quartzite,clay,sedimentary,flint,novaculite,soil}"
5a0b3feccf58f18684253b9d,Significance Testing of Site 41KM225 Kimble County Texas.pdf,"{Copper,Dolomite,Hematite,Ice,Lead,Nickel,Ruby,""Phase A"",Charcoal,gravel,sand,silt,mud,siltstone,sandstone,conglomerate,carbonate,limestone,dolomite,chert,granite,glass,ash,clay,igneous,alluvium,soil,paleosol}"
5a0b4046cf58f18684253bc0,Significance Testing of Site 41SS164 San Saba County Texas.pdf,"{Hematite,Ice,Iron,Lead,Nickel,Quartz,""Phase A"",Charcoal,gravel,sand,silt,mud,mudstone,shale,siltstone,sandstone,conglomerate,carbonate,limestone,coal,chert,granite,glass,ash,metamorphic,gneiss,schist,quartzite,marble,clay,igneous,sedimentary,alluvium,soil}"
5a0b4174cf58f18684253c21,Special Report No. 11.pdf,"{Dolomite,Feldspar,Galena,Ice,Iron,Lead,Magnetite,Quartz,Tin,Zircon,""Phase A"",Apatite,gravel,sand,silt,mud,sandstone,carbonate,marl,dolomite,tar,chert,volcanic,glass,tuff,quartzite,clay,sedimentary,flint,pumice,alluvium,soil,paleosol,obsidian}"
5a0b401ccf58f18684253bb1,Special Report No. 12.pdf,"{Agate,Calcite,Chromium,Copper,Gold,Hematite,Opal-AN,Ice,Iron,Kaolinite,Lead,Limonite,Montmorillonite,Nickel,Opal,Quartz,Selenium,Silicon,Silver,""Smoky Quartz"",Tin,Zinc,Titanium,Tungsten,Manganese,""Phase A"",Charcoal,Phosphorus,Vanadium,Magnesium,gravel,sand,silt,mud,shale,siltstone,sandstone,conglomerate,breccia,carbonate,limestone,peat,chert,volcanic,rhyolite,glass,ash,tuff,slate,quartzite,greenstone,chalk,clay,sedimentary,grit,loess,flint,novaculite,alluvium,colluvium,soil,paleosol,laterite,drift}"
5a0b4062cf58f18684253bc9,Special Report No. 13.pdf,"{Ice,Lead,Lime,Onyx,Quartz,Tin,""Phase A"",Charcoal,sand,mud,limestone,chert,ash,quartzite,flint,soil}"
5a0b409bcf58f18684253bdb,Special Report No. 18.pdf,"{Agate,Calcite,Diamond,Gold,Hematite,Ice,Iron,Lead,Palladium,Quartz,Silicon,Silver,Zinc,""Phase A"",Charcoal,Phosphorus,Magnesium,gravel,sand,silt,mud,sandstone,carbonate,limestone,tar,chert,volcanic,glass,ash,metamorphic,quartzite,clay,igneous,sedimentary,flint,soil}"
5a0b40a1cf58f18684253bdf,Special Report No. 25.pdf,"{Lead,Quartz,""Phase A"",Charcoal,gravel,sand,silt,carbonate,coal,peat,chert,volcanic,rhyolite,andesite,basalt,ash,clay,loess,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b401fcf58f18684253bb5,Special Report No. 6 Vol .1.pdf,"{Ice,Lead,""Phase A"",Charcoal,gravel,sand,sandstone,limestone,chert,ash,quartzite,clay,flint,alluvium,soil}"
5a0b4060cf58f18684253bc8,Special Report No. 6 Vol. 2.pdf,"{Hematite,Lead,""Phase A"",Charcoal,gravel,silt,sandstone,carbonate,marl,limestone,lignite,chert,glass,ash,quartzite,clay,flint,alluvium,colluvium,soil}"
5a0b3fe7cf58f18684253b9c,Special Report No. 9.pdf,"{Copper,Diamond,Gypsum,Hematite,Ice,Lead,Quartz,Tin,""Phase A"",Travertine,Charcoal,Bronze,gravel,sand,silt,conglomerate,carbonate,limestone,gypsum,chert,glass,ash,hornfels,clay,flint,travertine,alluvium,colluvium,soil}"
5a0b40bbcf58f18684253be5,Test Excavations and Monitoring at 41BX1598 A Multicomponent Hist.pdf,"{Copper,Iron,Lead,Nickel,Silver,Tin,""Phase A"",Charcoal,gravel,sand,sandstone,carbonate,limestone,chert,ironstone,glass,marble,clay,flint,soil,drift}"
5a0b3fcacf58f18684253b96,Test Excavations at 41BL1214 Bell County Texas_ State Highway 9.pdf,"{Diamond,""Phase A"",Charcoal,gravel,sand,mudstone,carbonate,marl,limestone,coal,chert,ash,metamorphic,chalk,clay,alluvium,soil}"
5a0b40f1cf58f18684253bfe,Test Excavations at Prehistoric Site 41SM203 Smith County Texas.pdf,"{Lead,Quartz,""Phase A"",gravel,sand,sandstone,chert,ironstone,quartzite,clay,flint,soil}"
5a0b4163cf58f18684253c19,Test Excavations at the Culebra Creek Site 41BX126 Bexar County.pdf,"{Diamond,Gypsum,Hematite,Opal-AN,Ice,Iron,Lead,Maghemite,Magnetite,Nickel,Opal,Quartz,Tin,Manganese,Helium,""Phase A"",Charcoal,gravel,sand,silt,mud,shale,sandstone,carbonate,marl,limestone,gypsum,coal,peat,lignite,chert,granite,basalt,glass,ash,chalk,clay,igneous,sedimentary,loess,flint,alluvium,colluvium,soil,paleosol}"
5a0b3ff5cf58f18684253ba0,Testing and Data Recovery Excavations at 41BU51 Burleson County.pdf,"{Amalgam,Diamond,Iron,Lead,""Phase A"",Charcoal,gravel,sand,sandstone,carbonate,limestone,lignite,chert,glass,ash,quartzite,clay,grit,alluvium,colluvium,soil,paleosol}"
5a0b411ecf58f18684253c0b,Testing of a Portion of Site 41WN104 in Advance of Proposed Impro.pdf,"{Nickel,""Phase A"",gravel,sand,carbonate,clay,soil}"
5a0b4056cf58f18684253bc5,Testing of Noodle Creek Site 41JS102 Jones County Texas.pdf,"{Agate,Diamond,Dolomite,Gypsum,Ice,Lead,Quartz,Silicon,Tin,""Phase A"",Charcoal,gravel,sand,silt,mudstone,shale,siltstone,sandstone,conglomerate,carbonate,limestone,dolomite,gypsum,chert,volcanic,glass,ash,slate,quartzite,clay,sedimentary,flint,alluvium,colluvium,soil,paleosol}"
5a0b402acf58f18684253bb8,The Berger Bluff Site (41GD30A)_ Excavations in the Upper Deposit.pdf,"{Opal-AN,Ice,Iron,Montmorillonite,Opal,Tin,""Phase A"",Charcoal,gravel,sand,silt,sandstone,conglomerate,marl,limestone,chert,ash,quartzite,clay,sedimentary,flint,alluvium,soil}"
5a0b40adcf58f18684253be1,The Cayo del Oso Site (41NU2) Volume II Results of Archeological.pdf,"{Cadmium,Calcite,Dolomite,Gypsum,Halite,Opal-AN,Ice,Lead,Nickel,Opal,Silver,Zinc,Mica,""Phase A"",Charcoal,Magnesium,siliciclastic,gravel,sand,silt,mud,sandstone,carbonate,limestone,dolomite,halite,gypsum,peat,chert,volcanic,glass,ash,clay,sedimentary,loess,soil,paleosol}"
5a0b4129cf58f18684253c0d,The Dos Republicas Project_ Phase II Archaeological Investigation.pdf,"{Calcite,Diamond,Ice,Iron,Lead,Quartz,Sulphur,""Phase A"",Charcoal,gravel,sand,silt,mud,claystone,shale,siltstone,sandstone,carbonate,limestone,coal,peat,chert,ironstone,andesite,basalt,glass,ash,metamorphic,quartzite,clay,igneous,sedimentary,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b412ecf58f18684253c0f,The East Chacon Project Project_ 11000 Years of Prehistory Along.pdf,"{Ice,Iron,Lead,Tin,""Phase A"",Charcoal,gravel,sand,silt,mud,shale,sandstone,limestone,lignite,chert,ironstone,basalt,glass,ash,quartzite,clay,igneous,flint,alluvium,soil,obsidian}"
5a0b4119cf58f18684253c07,The Fort Sam Houston Project_ An Archaeological and Historical As.pdf,"{Amalgam,Aquamarine,Arsenic,Copper,Diamond,Dolomite,Gold,Ice,Iron,Lead,Lime,Silver,Talc,Tin,Zinc,""Phase A"",Cobalt,Charcoal,Phosphorus,Phase-X,Magnesium,gravel,sand,silt,mud,sandstone,carbonate,limestone,dolomite,lignite,chert,ironstone,granite,glass,ash,clay,flint,alluvium,soil}"
5a0b4094cf58f18684253bd9,The Gatlin Site (41KR621).pdf,"{Albite,Amalgam,Biotite,Calcite,Diamond,Dolomite,Graphite,Hornblende,Ice,Illite,Iron,Kaolinite,Lead,Magnetite,Microcline,Muscovite,Nickel,Oligoclase,Quartz,Tourmaline,Zircon,Mica,Smectite,""Phase A"",Apatite,Charcoal,gravel,sand,silt,mud,mudstone,shale,sandstone,carbonate,marl,limestone,dolomite,chert,granite,glass,ash,metamorphic,gneiss,schist,quartzite,chalk,clay,igneous,sedimentary,flint,alluvium,colluvium,soil,paleosol,obsidian}"
5a0b4015cf58f18684253baf,The Lino Site_ A Stratified Late Archaic Campsite in a Terrace of.pdf,"{Agate,Calcite,Dolomite,Glauconite,Gold,Hematite,Ice,Iron,Lead,Magnetite,Nickel,Palladium,Quartz,Silicon,Turquoise,Zinc,Mica,""Phase A"",Charcoal,gravel,sand,silt,mud,claystone,sandstone,arkose,carbonate,limestone,dolomite,lignite,chert,gabbro,volcanic,basalt,glass,ash,quartzite,marble,clay,igneous,sedimentary,grit,flint,scoria,alluvium,soil,obsidian}"
5a0b405ecf58f18684253bc6,The Little Paint Site_ A Classic Toyah Camp on the South Llano Ri.pdf,"{Agate,Antimony,Arsenic,Biotite,Beryl,Calcite,Chromium,Diamond,Dolomite,Feldspar,Hematite,Ice,Iron,Lead,Microcline,Nickel,Plagioclase,Quartz,Ruby,Silicon,Silver,Sulphur,Turquoise,Zinc,Tantalum,Titanium,Manganese,""Phase A"",Cobalt,Charcoal,Phosphorus,Ytterbium,Vanadium,Magnesium,Cerium,gravel,sand,silt,mud,carbonate,limestone,dolomite,coal,chert,plutonic,volcanic,basalt,glass,ash,metamorphic,quartzite,clay,igneous,till,sedimentary,grit,loess,flint,alluvium,colluvium,soil,paleosol,mafic,obsidian}"
5a0b403fcf58f18684253bbd,The McAllister Park Roadway System Extension Project San Antonio.pdf,"{Diamond,Ice,Lead,Tin,""Phase A"",Charcoal,gravel,mud,limestone,chert,glass,clay,alluvium,soil}"
5a0b40f0cf58f18684253bfd,The Medio Creek Site (41BX1421)_ National Register Test Excavatio.pdf,"{Iron,Maghemite,Nickel,""Phase A"",Charcoal,gravel,sandstone,marl,limestone,chert,glass,ash,chalk,clay,alluvium,soil}"
5a0b4041cf58f18684253bbe,The Prehistoric Components at the Rubin Hancock Farmstead 41TV87.pdf,"{Gypsum,Iron,Tin,""Phase A"",Charcoal,gravel,carbonate,limestone,gypsum,chert,glass,ash,quartzite,chalk,clay,till,sedimentary,alluvium,colluvium,soil}"
5a0b40c8cf58f18684253bea,The Santonio Project_ An Archaeological Reconnaissance for Urex.pdf,"{Diamond,""Phase A"",gravel,limestone,clay,soil}"
5a0b4159cf58f18684253c14,The Siren Site and the Long Transition from Archaic to Late Prehi.pdf,"{Antimony,Arsenic,Bismuth,Calcite,Diamond,Dolomite,Ice,Iron,Lead,Magnetite,Nickel,Quartz,Silver,Sulphur,Tin,Zinc,Titanium,Tungsten,Manganese,""Phase A"",Charcoal,Phosphorus,Boron,Magnesium,gravel,sand,silt,mud,shale,siltstone,sandstone,carbonate,marl,limestone,dolomite,coal,chert,granite,glass,ash,quartzite,chalk,clay,sedimentary,flint,alluvium,colluvium,soil,paleosol,obsidian,drift}"
5a0b4179cf58f18684253c26,The Texas Archaic_ A Symposium.pdf,"{Agate,Amalgam,Iron,Lead,Sulphur,Tin,""Phase A"",Charcoal,gravel,sand,sandstone,carbonate,marl,limestone,lignite,chert,ash,quartzite,chalk,clay,loess,flint,alluvium,soil}"
5a0b410fcf58f18684253c03,The Varga Site_ A Multicomponent Stratified Campsite in the Cany.pdf,"{Agate,Antimony,Arsenic,Biotite,Calcite,Chromium,Diamond,Dolomite,Feldspar,Gold,Hematite,Opal-AN,Ice,Iron,Lead,Limonite,Magnetite,Microcline,Nickel,Opal,Orthoclase,Plagioclase,Quartz,Silicon,Turquoise,Zinc,Tantalum,Titanium,Pyroxene,Chlorite,Manganese,""Phase A"",Cobalt,Charcoal,Ytterbium,Bronze,Vanadium,Cerium,gravel,sand,silt,shale,sandstone,carbonate,marl,limestone,dolomite,coal,lignite,chert,granite,volcanic,rhyolite,basalt,glass,ash,quartzite,marble,clay,igneous,sedimentary,grit,flint,oolite,novaculite,alluvium,colluvium,soil,paleosol,obsidian,drift}"
5a0b3ffdcf58f18684253ba9,The Walnut Branch Hike and Bike Trail Pedestrian Survey Guadalup.pdf,"{Glauconite,Iron,Lead,Lime,Mercury,Nickel,Manganese,""Phase A"",Charcoal,gravel,sand,silt,shale,carbonate,marl,limestone,glass,ash,slate,clay,alluvium,soil}"
5a0b40e7cf58f18684253bf7,Underwater Archaeology at 41HY147.pdf,"{Gold,Ice,Lead,Nickel,Turquoise,""Phase A"",Charcoal,gravel,sand,silt,mud,carbonate,limestone,chert,granite,glass,clay,flint,soil,obsidian}"
